transaction_id,customer_id,account_id,txn_type,amount,channel,branch_id,txn_date,status,description
TXN003872,CUST0621,ACC89377,TRANSFER,144081.25,atm,BR002,2024-02-20,SUCCESS,TRANSFER via atm
TXN003873,CUST0276,ACC14618,ATM_WITHDRAWAL,88833.15,atm,BR009,2024-11-20,SUCCESS,ATM_WITHDRAWAL via atm
TXN003874,CUST0546,ACC96000,DEPOSIT,196936.98,mobile,BR002,2024-02-05,FAILED,DEPOSIT via mobile
TXN003875,CUST0842,ACC25433,UPI,468281.88,internet,BR010,2024-03-18,SUCCESS,UPI via internet
TXN003876,CUST0846,ACC30996,PAYMENT,120784.25,branch,BR003,2024-06-13,SUCCESS,PAYMENT via branch
TXN003877,CUST0141,ACC55379,DEPOSIT,412299.55,upi,BR004,2024-09-28,SUCCESS,DEPOSIT via upi
TXN003878,CUST0775,ACC66219,WITHDRAWAL,212366.7,upi,BR008,2024-12-04,FAILED,WITHDRAWAL via upi
TXN003879,CUST0268,ACC22049,PAYMENT,139706.31,mobile,BR008,2024-11-23,SUCCESS,PAYMENT via mobile
TXN003880,CUST0148,ACC36417,FD_BOOKING,325314.0,mobile,BR008,2024-05-06,SUCCESS,FD_BOOKING via mobile
TXN003881,CUST0104,ACC98635,LOAN_EMI,361242.41,branch,BR010,2024-05-06,SUCCESS,LOAN_EMI via branch
TXN003882,CUST0609,ACC41255,UPI,130525.91,internet,BR009,2024-08-03,SUCCESS,UPI via internet
TXN003883,CUST0632,ACC47681,TRANSFER,171255.5,upi,BR006,2024-10-05,SUCCESS,TRANSFER via upi
TXN003884,CUST0868,ACC53254,PAYMENT,476166.27,upi,BR001,2024-10-12,SUCCESS,PAYMENT via upi
TXN003885,CUST0869,ACC99636,NEFT,245899.03,pos,BR010,2024-04-13,SUCCESS,NEFT via pos
TXN003886,CUST0803,ACC33872,UPI,105506.68,pos,BR006,2024-08-05,SUCCESS,UPI via pos
TXN003887,CUST0739,ACC92160,WITHDRAWAL,211195.53,upi,BR002,2024-03-19,SUCCESS,WITHDRAWAL via upi
TXN003888,CUST0246,ACC52024,WITHDRAWAL,51078.53,upi,BR002,2024-04-21,SUCCESS,WITHDRAWAL via upi
TXN003889,CUST0110,ACC13851,UPI,164153.81,internet,BR001,2024-03-28,SUCCESS,UPI via internet
TXN003890,CUST0998,ACC85598,LOAN_EMI,477343.87,internet,BR002,2024-03-07,SUCCESS,LOAN_EMI via internet
TXN003891,CUST0747,ACC26528,TRANSFER,114150.8,mobile,BR001,2024-09-16,SUCCESS,TRANSFER via mobile
TXN003892,CUST0537,ACC52172,UPI,29711.32,upi,BR010,2024-05-07,SUCCESS,UPI via upi
TXN003893,CUST0854,ACC23739,PAYMENT,240071.12,pos,BR006,2024-09-15,FAILED,PAYMENT via pos
TXN003894,CUST0211,ACC72878,RTGS,84811.05,mobile,BR002,2024-07-27,FAILED,RTGS via mobile
TXN003895,CUST0568,ACC34353,TRANSFER,187954.47,branch,BR009,2024-01-20,PENDING,TRANSFER via branch
TXN003896,CUST0611,ACC37412,UPI,33896.37,branch,BR010,2024-04-03,FAILED,UPI via branch
TXN003897,CUST0863,ACC81231,LOAN_EMI,135051.43,pos,BR009,2024-09-26,SUCCESS,LOAN_EMI via pos
TXN003898,CUST0253,ACC80819,DEPOSIT,98751.43,upi,BR005,2024-11-15,SUCCESS,DEPOSIT via upi
TXN003899,CUST0824,ACC40318,NEFT,61738.27,mobile,BR004,2024-08-02,SUCCESS,NEFT via mobile
TXN003900,CUST0589,ACC44941,ATM_WITHDRAWAL,84608.29,internet,BR006,2024-05-01,SUCCESS,ATM_WITHDRAWAL via internet
TXN003901,CUST0500,ACC11999,DEPOSIT,160504.43,mobile,BR006,2024-06-21,FAILED,DEPOSIT via mobile
TXN003902,CUST0532,ACC27061,PAYMENT,458617.99,pos,BR002,2024-11-04,SUCCESS,PAYMENT via pos
TXN003903,CUST0029,ACC97523,NEFT,405581.72,pos,BR004,2024-09-11,SUCCESS,NEFT via pos
TXN003904,CUST0953,ACC27862,NEFT,140238.2,atm,BR010,2024-09-25,SUCCESS,NEFT via atm
TXN003905,CUST0349,ACC77560,UPI,368186.92,mobile,BR008,2024-02-12,SUCCESS,UPI via mobile
TXN003906,CUST0302,ACC23148,FD_BOOKING,442137.52,mobile,BR004,2024-12-02,SUCCESS,FD_BOOKING via mobile
TXN003907,CUST0017,ACC59981,ATM_WITHDRAWAL,208104.76,atm,BR001,2024-11-22,SUCCESS,ATM_WITHDRAWAL via atm
TXN003908,CUST0219,ACC40530,WITHDRAWAL,50024.62,branch,BR007,2024-12-03,PENDING,WITHDRAWAL via branch
TXN003909,CUST0987,ACC87369,FD_BOOKING,168546.0,mobile,BR001,2024-10-08,SUCCESS,FD_BOOKING via mobile
TXN003910,CUST0744,ACC24953,PAYMENT,127891.26,branch,BR004,2024-08-16,SUCCESS,PAYMENT via branch
TXN003911,CUST0996,ACC71146,DEPOSIT,387001.11,mobile,BR008,2024-10-21,SUCCESS,DEPOSIT via mobile
TXN003912,CUST0029,ACC64285,WITHDRAWAL,405394.11,pos,BR003,2024-01-01,SUCCESS,WITHDRAWAL via pos
TXN003913,CUST0942,ACC58636,NEFT,64882.2,atm,BR003,2024-02-13,SUCCESS,NEFT via atm
TXN003914,CUST0277,ACC68820,LOAN_EMI,63576.71,atm,BR009,2024-05-16,SUCCESS,LOAN_EMI via atm
TXN003915,CUST0369,ACC52109,DEPOSIT,383908.76,internet,BR003,2024-10-22,SUCCESS,DEPOSIT via internet
TXN003916,CUST0344,ACC38684,ATM_WITHDRAWAL,403553.42,atm,BR010,2024-11-04,SUCCESS,ATM_WITHDRAWAL via atm
TXN003917,CUST0834,ACC69021,TRANSFER,453272.0,upi,BR001,2024-10-12,SUCCESS,TRANSFER via upi
TXN003918,CUST0833,ACC96695,RTGS,11444.75,mobile,BR006,2024-12-23,SUCCESS,RTGS via mobile
TXN003919,CUST0943,ACC80400,WITHDRAWAL,284228.27,atm,BR009,2024-12-09,SUCCESS,WITHDRAWAL via atm
TXN003920,CUST0446,ACC52813,UPI,499448.99,upi,BR009,2024-02-27,SUCCESS,UPI via upi
TXN003921,CUST0270,ACC48590,TRANSFER,16904.78,internet,BR005,2024-01-21,SUCCESS,TRANSFER via internet
TXN003922,CUST0087,ACC58484,FD_BOOKING,209971.63,internet,BR001,2024-10-26,SUCCESS,FD_BOOKING via internet
TXN003923,CUST0120,ACC61584,UPI,399466.3,pos,BR010,2024-11-08,SUCCESS,UPI via pos
TXN003924,CUST0025,ACC19378,PAYMENT,442143.51,upi,BR002,2024-05-28,SUCCESS,PAYMENT via upi
TXN003925,CUST0756,ACC92463,NEFT,26176.41,upi,BR008,2024-01-19,SUCCESS,NEFT via upi
TXN003926,CUST0261,ACC45621,ATM_WITHDRAWAL,179739.33,pos,BR005,2024-01-02,SUCCESS,ATM_WITHDRAWAL via pos
TXN003927,CUST0911,ACC48508,DEPOSIT,11347.04,upi,BR007,2024-05-28,SUCCESS,DEPOSIT via upi
TXN003928,CUST0639,ACC70550,ATM_WITHDRAWAL,264258.66,mobile,BR005,2024-12-18,SUCCESS,ATM_WITHDRAWAL via mobile
TXN003929,CUST0360,ACC32334,FD_BOOKING,203203.43,internet,BR009,2024-10-20,SUCCESS,FD_BOOKING via internet
TXN003930,CUST0289,ACC61945,ATM_WITHDRAWAL,67362.2,atm,BR007,2024-01-03,FAILED,ATM_WITHDRAWAL via atm
TXN003931,CUST0544,ACC15180,UPI,301258.83,upi,BR002,2024-02-17,SUCCESS,UPI via upi
TXN003932,CUST0684,ACC23994,ATM_WITHDRAWAL,176516.7,upi,BR006,2024-01-18,SUCCESS,ATM_WITHDRAWAL via upi
TXN003933,CUST0377,ACC84205,FD_BOOKING,300871.02,internet,BR004,2024-02-11,FAILED,FD_BOOKING via internet
TXN003934,CUST0450,ACC19258,UPI,128435.73,upi,BR007,2024-11-09,SUCCESS,UPI via upi
TXN003935,CUST0824,ACC73464,ATM_WITHDRAWAL,439059.33,branch,BR001,2024-12-08,SUCCESS,ATM_WITHDRAWAL via branch
TXN003936,CUST0161,ACC42440,WITHDRAWAL,292010.8,atm,BR008,2024-01-06,SUCCESS,WITHDRAWAL via atm
TXN003937,CUST0987,ACC59250,WITHDRAWAL,206706.08,internet,BR005,2024-05-13,SUCCESS,WITHDRAWAL via internet
TXN003938,CUST0290,ACC57903,NEFT,303508.89,mobile,BR005,2024-11-10,SUCCESS,NEFT via mobile
TXN003939,CUST0681,ACC81072,PAYMENT,92691.65,branch,BR002,2024-04-28,SUCCESS,PAYMENT via branch
TXN003940,CUST0131,ACC45632,LOAN_EMI,383735.15,upi,BR010,2024-12-06,SUCCESS,LOAN_EMI via upi
TXN003941,CUST0469,ACC52547,RTGS,46249.21,internet,BR005,2024-09-19,PENDING,RTGS via internet
TXN003942,CUST0021,ACC10650,RTGS,330308.73,atm,BR006,2024-09-09,SUCCESS,RTGS via atm
TXN003943,CUST0241,ACC86026,TRANSFER,322215.95,internet,BR009,2024-12-27,SUCCESS,TRANSFER via internet
TXN003944,CUST0507,ACC83419,DEPOSIT,322045.5,atm,BR004,2024-08-13,SUCCESS,DEPOSIT via atm
TXN003945,CUST0690,ACC72566,ATM_WITHDRAWAL,401422.77,pos,BR008,2024-04-15,SUCCESS,ATM_WITHDRAWAL via pos
TXN003946,CUST0330,ACC42536,LOAN_EMI,428248.92,internet,BR002,2024-10-04,SUCCESS,LOAN_EMI via internet
TXN003947,CUST0466,ACC26071,ATM_WITHDRAWAL,63485.65,pos,BR010,2024-08-10,SUCCESS,ATM_WITHDRAWAL via pos
TXN003948,CUST0827,ACC69995,ATM_WITHDRAWAL,212608.94,atm,BR001,2024-12-20,SUCCESS,ATM_WITHDRAWAL via atm
TXN003949,CUST0124,ACC88825,PAYMENT,447074.55,mobile,BR007,2024-05-05,SUCCESS,PAYMENT via mobile
TXN003950,CUST0674,ACC95018,RTGS,105376.34,atm,BR007,2024-10-16,SUCCESS,RTGS via atm
TXN003951,CUST0868,ACC12031,NEFT,396795.55,atm,BR008,2024-06-19,SUCCESS,NEFT via atm
TXN003952,CUST0644,ACC59121,ATM_WITHDRAWAL,366856.13,mobile,BR010,2024-11-22,SUCCESS,ATM_WITHDRAWAL via mobile
TXN003953,CUST0426,ACC73561,DEPOSIT,330820.81,internet,BR008,2024-08-16,SUCCESS,DEPOSIT via internet
TXN003954,CUST0114,ACC45611,DEPOSIT,177783.23,atm,BR008,2024-01-05,FAILED,DEPOSIT via atm
TXN003955,CUST0975,ACC12394,WITHDRAWAL,180051.63,internet,BR005,2024-10-10,SUCCESS,WITHDRAWAL via internet
TXN003956,CUST0851,ACC91383,RTGS,439041.33,internet,BR008,2024-06-05,SUCCESS,RTGS via internet
TXN003957,CUST0646,ACC38373,UPI,129242.46,internet,BR009,2024-05-12,SUCCESS,UPI via internet
TXN003958,CUST0345,ACC97700,UPI,195249.1,upi,BR007,2024-04-08,SUCCESS,UPI via upi
TXN003959,CUST0707,ACC45584,TRANSFER,1711.72,internet,BR001,2024-10-11,FAILED,TRANSFER via internet
TXN003960,CUST0800,ACC11292,UPI,80358.22,upi,BR008,2024-03-17,SUCCESS,UPI via upi
TXN003961,CUST0713,ACC28731,UPI,194597.83,internet,BR009,2024-09-16,SUCCESS,UPI via internet
TXN003962,CUST0735,ACC82787,RTGS,495489.73,mobile,BR007,2024-07-01,SUCCESS,RTGS via mobile
TXN003963,CUST0948,ACC65531,RTGS,270199.06,upi,BR003,2024-08-14,SUCCESS,RTGS via upi
TXN003964,CUST0314,ACC44629,NEFT,86322.44,pos,BR005,2024-04-23,SUCCESS,NEFT via pos
TXN003965,CUST0058,ACC73169,RTGS,415538.84,branch,BR007,2024-06-08,SUCCESS,RTGS via branch
TXN003966,CUST0892,ACC71215,NEFT,128098.63,internet,BR008,2024-02-14,PENDING,NEFT via internet
TXN003967,CUST0578,ACC18471,RTGS,55936.97,mobile,BR007,2024-10-11,SUCCESS,RTGS via mobile
TXN003968,CUST0857,ACC99993,UPI,401428.31,internet,BR010,2024-03-12,SUCCESS,UPI via internet
TXN003969,CUST0398,ACC89487,WITHDRAWAL,174406.71,pos,BR008,2024-09-02,SUCCESS,WITHDRAWAL via pos
TXN003970,CUST0522,ACC28602,PAYMENT,26830.06,upi,BR001,2024-01-17,SUCCESS,PAYMENT via upi
TXN003971,CUST0221,ACC50353,RTGS,9289.52,mobile,BR008,2024-05-08,SUCCESS,RTGS via mobile
TXN003972,CUST0443,ACC85263,TRANSFER,378971.13,internet,BR010,2024-05-04,SUCCESS,TRANSFER via internet
TXN003973,CUST0093,ACC59720,RTGS,319390.37,pos,BR010,2024-02-04,SUCCESS,RTGS via pos
TXN003974,CUST0179,ACC85020,LOAN_EMI,210322.93,internet,BR001,2024-04-03,PENDING,LOAN_EMI via internet
TXN003975,CUST0556,ACC30406,NEFT,231127.57,pos,BR002,2024-05-14,SUCCESS,NEFT via pos
TXN003976,CUST0605,ACC55728,WITHDRAWAL,488644.65,upi,BR003,2024-01-26,SUCCESS,WITHDRAWAL via upi
TXN003977,CUST0237,ACC83778,DEPOSIT,496390.01,pos,BR007,2024-07-22,SUCCESS,DEPOSIT via pos
TXN003978,CUST0594,ACC43267,TRANSFER,108499.7,internet,BR004,2024-09-22,SUCCESS,TRANSFER via internet
TXN003979,CUST0494,ACC56825,LOAN_EMI,443318.77,pos,BR009,2024-05-13,SUCCESS,LOAN_EMI via pos
TXN003980,CUST0737,ACC72828,PAYMENT,153314.91,pos,BR006,2024-01-24,SUCCESS,PAYMENT via pos
TXN003981,CUST0836,ACC33502,UPI,237501.57,mobile,BR002,2024-08-19,SUCCESS,UPI via mobile
TXN003982,CUST0077,ACC62563,TRANSFER,178939.22,internet,BR006,2024-04-06,SUCCESS,TRANSFER via internet
TXN003983,CUST0633,ACC89472,TRANSFER,139032.59,upi,BR005,2024-11-25,SUCCESS,TRANSFER via upi
TXN003984,CUST0252,ACC71060,TRANSFER,197348.04,pos,BR008,2024-12-16,SUCCESS,TRANSFER via pos
TXN003985,CUST0247,ACC76872,NEFT,284740.84,internet,BR010,2024-02-26,SUCCESS,NEFT via internet
TXN003986,CUST0540,ACC67173,UPI,82954.25,atm,BR008,2024-05-16,SUCCESS,UPI via atm
TXN003987,CUST0393,ACC90815,WITHDRAWAL,26099.4,branch,BR008,2024-07-23,SUCCESS,WITHDRAWAL via branch
TXN003988,CUST0804,ACC31678,RTGS,188639.54,pos,BR007,2024-06-06,SUCCESS,RTGS via pos
TXN003989,CUST0289,ACC23150,FD_BOOKING,243089.87,branch,BR009,2024-01-05,SUCCESS,FD_BOOKING via branch
TXN003990,CUST0021,ACC44586,WITHDRAWAL,352212.2,branch,BR008,2024-02-19,SUCCESS,WITHDRAWAL via branch
TXN003991,CUST0610,ACC46677,PAYMENT,393377.97,mobile,BR008,2024-01-06,SUCCESS,PAYMENT via mobile
TXN003992,CUST0449,ACC79351,WITHDRAWAL,145623.67,atm,BR004,2024-06-11,SUCCESS,WITHDRAWAL via atm
TXN003993,CUST0597,ACC37461,FD_BOOKING,104592.23,branch,BR002,2024-01-04,SUCCESS,FD_BOOKING via branch
TXN003994,CUST0524,ACC49602,FD_BOOKING,197893.97,mobile,BR002,2024-04-16,SUCCESS,FD_BOOKING via mobile
TXN003995,CUST0048,ACC18598,UPI,137688.47,mobile,BR002,2024-08-12,SUCCESS,UPI via mobile
TXN003996,CUST0029,ACC75492,PAYMENT,3505.19,branch,BR008,2024-04-15,SUCCESS,PAYMENT via branch
TXN003997,CUST0854,ACC88061,UPI,405661.31,upi,BR001,2024-02-27,SUCCESS,UPI via upi
TXN003998,CUST0006,ACC22806,LOAN_EMI,282883.8,atm,BR003,2024-02-27,SUCCESS,LOAN_EMI via atm
TXN003999,CUST0565,ACC90816,TRANSFER,459677.67,mobile,BR005,2024-01-01,SUCCESS,TRANSFER via mobile
TXN004000,CUST0214,ACC78710,ATM_WITHDRAWAL,167386.25,upi,BR010,2024-07-13,SUCCESS,ATM_WITHDRAWAL via upi
TXN004001,CUST0938,ACC95239,FD_BOOKING,427600.77,internet,BR004,2024-06-18,SUCCESS,FD_BOOKING via internet
TXN004002,CUST0855,ACC46273,UPI,41821.86,pos,BR001,2024-01-10,SUCCESS,UPI via pos
TXN004003,CUST0085,ACC51396,PAYMENT,461369.71,upi,BR002,2024-10-11,SUCCESS,PAYMENT via upi
TXN004004,CUST0934,ACC92200,ATM_WITHDRAWAL,29153.24,mobile,BR008,2024-07-20,SUCCESS,ATM_WITHDRAWAL via mobile
TXN004005,CUST0819,ACC45917,UPI,498345.29,pos,BR007,2024-07-02,SUCCESS,UPI via pos
TXN004006,CUST0263,ACC75853,FD_BOOKING,188074.39,internet,BR008,2024-06-01,SUCCESS,FD_BOOKING via internet
TXN004007,CUST0174,ACC33522,LOAN_EMI,200415.59,internet,BR001,2024-07-19,SUCCESS,LOAN_EMI via internet
TXN004008,CUST0679,ACC75566,ATM_WITHDRAWAL,378459.97,upi,BR008,2024-06-28,SUCCESS,ATM_WITHDRAWAL via upi
TXN004009,CUST0109,ACC77924,TRANSFER,249371.58,atm,BR002,2024-02-10,SUCCESS,TRANSFER via atm
TXN004010,CUST0848,ACC22731,ATM_WITHDRAWAL,27852.77,pos,BR001,2024-02-19,SUCCESS,ATM_WITHDRAWAL via pos
TXN004011,CUST0805,ACC53295,FD_BOOKING,455253.04,branch,BR009,2024-03-13,SUCCESS,FD_BOOKING via branch
TXN004012,CUST0562,ACC59993,FD_BOOKING,443803.97,internet,BR005,2024-12-10,SUCCESS,FD_BOOKING via internet
TXN004013,CUST0307,ACC46568,TRANSFER,312103.18,internet,BR003,2024-12-13,SUCCESS,TRANSFER via internet
TXN004014,CUST0645,ACC12461,NEFT,269455.28,upi,BR006,2024-01-03,SUCCESS,NEFT via upi
TXN004015,CUST0127,ACC39796,UPI,334573.92,upi,BR007,2024-03-14,SUCCESS,UPI via upi
TXN004016,CUST0899,ACC90926,UPI,21595.89,mobile,BR005,2024-02-14,SUCCESS,UPI via mobile
TXN004017,CUST0682,ACC76179,WITHDRAWAL,147477.03,branch,BR008,2024-07-22,SUCCESS,WITHDRAWAL via branch
TXN004018,CUST0450,ACC95639,DEPOSIT,22141.24,pos,BR002,2024-05-08,SUCCESS,DEPOSIT via pos
TXN004019,CUST0591,ACC71919,TRANSFER,335879.55,mobile,BR010,2024-12-21,SUCCESS,TRANSFER via mobile
TXN004020,CUST0401,ACC63885,WITHDRAWAL,341616.9,internet,BR005,2024-02-28,SUCCESS,WITHDRAWAL via internet
TXN004021,CUST0086,ACC52263,DEPOSIT,14745.12,atm,BR007,2024-01-03,SUCCESS,DEPOSIT via atm
TXN004022,CUST0892,ACC69920,FD_BOOKING,378910.66,branch,BR009,2024-01-01,SUCCESS,FD_BOOKING via branch
TXN004023,CUST0935,ACC72030,NEFT,125285.62,pos,BR005,2024-06-12,SUCCESS,NEFT via pos
TXN004024,CUST0106,ACC79399,ATM_WITHDRAWAL,460496.44,atm,BR001,2024-07-14,SUCCESS,ATM_WITHDRAWAL via atm
TXN004025,CUST0705,ACC22103,RTGS,363091.17,mobile,BR009,2024-04-10,SUCCESS,RTGS via mobile
TXN004026,CUST0121,ACC43940,PAYMENT,5435.52,upi,BR010,2024-03-04,SUCCESS,PAYMENT via upi
TXN004027,CUST0464,ACC33161,FD_BOOKING,311117.59,pos,BR004,2024-04-14,FAILED,FD_BOOKING via pos
TXN004028,CUST0475,ACC46751,DEPOSIT,447664.08,upi,BR010,2024-02-06,SUCCESS,DEPOSIT via upi
TXN004029,CUST0047,ACC55258,RTGS,292040.29,internet,BR005,2024-12-15,SUCCESS,RTGS via internet
TXN004030,CUST0792,ACC61259,RTGS,367283.74,pos,BR009,2024-01-03,SUCCESS,RTGS via pos
TXN004031,CUST0793,ACC31649,FD_BOOKING,377695.46,mobile,BR001,2024-09-07,SUCCESS,FD_BOOKING via mobile
TXN004032,CUST0761,ACC11908,NEFT,269904.55,mobile,BR006,2024-08-27,SUCCESS,NEFT via mobile
TXN004033,CUST0812,ACC19157,ATM_WITHDRAWAL,437509.82,mobile,BR001,2024-12-21,SUCCESS,ATM_WITHDRAWAL via mobile
TXN004034,CUST0247,ACC69988,DEPOSIT,113319.79,internet,BR006,2024-10-12,SUCCESS,DEPOSIT via internet
TXN004035,CUST0638,ACC23842,FD_BOOKING,61712.54,atm,BR007,2024-02-14,SUCCESS,FD_BOOKING via atm
TXN004036,CUST0156,ACC85044,ATM_WITHDRAWAL,437992.44,internet,BR009,2024-07-28,SUCCESS,ATM_WITHDRAWAL via internet
TXN004037,CUST0396,ACC17123,TRANSFER,390296.12,mobile,BR007,2024-09-16,SUCCESS,TRANSFER via mobile
TXN004038,CUST0148,ACC17944,RTGS,74171.2,internet,BR005,2024-06-02,SUCCESS,RTGS via internet
TXN004039,CUST0968,ACC12571,ATM_WITHDRAWAL,307260.75,branch,BR010,2024-08-18,SUCCESS,ATM_WITHDRAWAL via branch
TXN004040,CUST0475,ACC36778,NEFT,249059.07,branch,BR009,2024-04-21,SUCCESS,NEFT via branch
TXN004041,CUST0914,ACC25369,DEPOSIT,491122.42,upi,BR001,2024-07-13,SUCCESS,DEPOSIT via upi
TXN004042,CUST0300,ACC77538,LOAN_EMI,496151.56,mobile,BR010,2024-04-01,SUCCESS,LOAN_EMI via mobile
TXN004043,CUST0284,ACC66438,DEPOSIT,112650.04,internet,BR007,2024-01-23,SUCCESS,DEPOSIT via internet
TXN004044,CUST0714,ACC92407,UPI,443803.31,atm,BR005,2024-10-28,SUCCESS,UPI via atm
TXN004045,CUST0251,ACC71644,FD_BOOKING,311947.01,branch,BR005,2024-05-15,SUCCESS,FD_BOOKING via branch
TXN004046,CUST0053,ACC93290,FD_BOOKING,373813.53,mobile,BR001,2024-05-16,SUCCESS,FD_BOOKING via mobile
TXN004047,CUST0501,ACC95832,NEFT,288517.24,mobile,BR008,2024-07-09,SUCCESS,NEFT via mobile
TXN004048,CUST0193,ACC10574,DEPOSIT,160388.77,upi,BR001,2024-02-20,SUCCESS,DEPOSIT via upi
TXN004049,CUST0974,ACC52961,UPI,164268.79,atm,BR004,2024-09-17,SUCCESS,UPI via atm
TXN004050,CUST0555,ACC47060,TRANSFER,242408.99,branch,BR007,2024-03-17,SUCCESS,TRANSFER via branch
TXN004051,CUST0334,ACC10349,UPI,81981.87,internet,BR004,2024-03-01,SUCCESS,UPI via internet
TXN004052,CUST0144,ACC80286,FD_BOOKING,36575.76,internet,BR001,2024-02-07,SUCCESS,FD_BOOKING via internet
TXN004053,CUST0259,ACC71356,WITHDRAWAL,46026.33,atm,BR009,2024-09-16,SUCCESS,WITHDRAWAL via atm
TXN004054,CUST0794,ACC55288,DEPOSIT,359805.0,branch,BR004,2024-10-24,SUCCESS,DEPOSIT via branch
TXN004055,CUST0899,ACC79546,LOAN_EMI,43987.85,branch,BR006,2024-12-03,SUCCESS,LOAN_EMI via branch
TXN004056,CUST0105,ACC26669,DEPOSIT,483890.0,branch,BR008,2024-05-21,FAILED,DEPOSIT via branch
TXN004057,CUST0282,ACC58979,WITHDRAWAL,165677.16,pos,BR010,2024-04-07,SUCCESS,WITHDRAWAL via pos
TXN004058,CUST0158,ACC71973,ATM_WITHDRAWAL,350108.68,mobile,BR007,2024-09-19,SUCCESS,ATM_WITHDRAWAL via mobile
TXN004059,CUST0598,ACC44764,UPI,113140.53,atm,BR010,2024-04-02,SUCCESS,UPI via atm
TXN004060,CUST0155,ACC98393,FD_BOOKING,89165.88,mobile,BR010,2024-01-13,PENDING,FD_BOOKING via mobile
TXN004061,CUST0376,ACC64103,PAYMENT,205792.7,branch,BR008,2024-02-05,SUCCESS,PAYMENT via branch
TXN004062,CUST0833,ACC26134,PAYMENT,238643.11,pos,BR005,2024-10-03,SUCCESS,PAYMENT via pos
TXN004063,CUST0321,ACC80150,WITHDRAWAL,283789.36,atm,BR007,2024-10-10,SUCCESS,WITHDRAWAL via atm
TXN004064,CUST0442,ACC48991,PAYMENT,483963.75,internet,BR004,2024-02-22,SUCCESS,PAYMENT via internet
TXN004065,CUST0757,ACC51303,RTGS,487478.0,internet,BR006,2024-07-18,SUCCESS,RTGS via internet
TXN004066,CUST0377,ACC14158,NEFT,291871.3,branch,BR005,2024-07-23,SUCCESS,NEFT via branch
TXN004067,CUST0669,ACC24128,NEFT,223928.37,pos,BR010,2024-08-14,SUCCESS,NEFT via pos
TXN004068,CUST0246,ACC98314,DEPOSIT,64451.01,branch,BR005,2024-03-26,SUCCESS,DEPOSIT via branch
TXN004069,CUST0247,ACC39100,NEFT,262624.35,mobile,BR002,2024-11-19,SUCCESS,NEFT via mobile
TXN004070,CUST0787,ACC29028,FD_BOOKING,13644.64,upi,BR003,2024-08-01,SUCCESS,FD_BOOKING via upi
TXN004071,CUST0025,ACC50676,PAYMENT,387413.9,pos,BR007,2024-07-14,SUCCESS,PAYMENT via pos
TXN004072,CUST0479,ACC15256,UPI,326193.35,atm,BR001,2024-12-06,SUCCESS,UPI via atm
TXN004073,CUST0489,ACC76353,RTGS,209290.63,atm,BR004,2024-07-17,SUCCESS,RTGS via atm
TXN004074,CUST0211,ACC73639,PAYMENT,265004.9,pos,BR009,2024-03-07,SUCCESS,PAYMENT via pos
TXN004075,CUST0875,ACC15657,RTGS,230251.0,branch,BR010,2024-10-18,SUCCESS,RTGS via branch
TXN004076,CUST0476,ACC75534,DEPOSIT,315489.24,atm,BR006,2024-02-17,SUCCESS,DEPOSIT via atm
TXN004077,CUST0406,ACC28167,WITHDRAWAL,1690.14,pos,BR007,2024-04-13,SUCCESS,WITHDRAWAL via pos
TXN004078,CUST0957,ACC99862,TRANSFER,252792.65,upi,BR002,2024-07-18,FAILED,TRANSFER via upi
TXN004079,CUST0397,ACC11477,DEPOSIT,189262.93,atm,BR009,2024-11-17,SUCCESS,DEPOSIT via atm
TXN004080,CUST0929,ACC30922,UPI,294037.93,internet,BR003,2024-06-06,SUCCESS,UPI via internet
TXN004081,CUST0273,ACC59470,FD_BOOKING,251839.88,branch,BR007,2024-09-25,SUCCESS,FD_BOOKING via branch
TXN004082,CUST0461,ACC88221,TRANSFER,78475.73,internet,BR002,2024-11-20,SUCCESS,TRANSFER via internet
TXN004083,CUST0468,ACC89233,UPI,4293.2,branch,BR001,2024-09-02,SUCCESS,UPI via branch
TXN004084,CUST0271,ACC83238,DEPOSIT,308938.98,internet,BR005,2024-05-17,PENDING,DEPOSIT via internet
TXN004085,CUST0565,ACC85171,DEPOSIT,472067.06,internet,BR009,2024-04-07,SUCCESS,DEPOSIT via internet
TXN004086,CUST0922,ACC51722,NEFT,188635.62,upi,BR008,2024-12-21,SUCCESS,NEFT via upi
TXN004087,CUST0062,ACC33959,WITHDRAWAL,108354.03,upi,BR009,2024-12-01,SUCCESS,WITHDRAWAL via upi
TXN004088,CUST0433,ACC64397,LOAN_EMI,28150.63,upi,BR010,2024-10-16,SUCCESS,LOAN_EMI via upi
TXN004089,CUST0311,ACC39172,DEPOSIT,265649.04,upi,BR009,2024-01-27,SUCCESS,DEPOSIT via upi
TXN004090,CUST0456,ACC78686,TRANSFER,461180.87,upi,BR006,2024-12-27,SUCCESS,TRANSFER via upi
TXN004091,CUST0110,ACC26609,ATM_WITHDRAWAL,367502.92,pos,BR009,2024-08-01,SUCCESS,ATM_WITHDRAWAL via pos
TXN004092,CUST0917,ACC20524,FD_BOOKING,393281.05,internet,BR008,2024-09-21,SUCCESS,FD_BOOKING via internet
TXN004093,CUST0647,ACC67620,PAYMENT,357231.22,internet,BR003,2024-02-27,SUCCESS,PAYMENT via internet
TXN004094,CUST0347,ACC60816,TRANSFER,135123.26,pos,BR010,2024-05-24,SUCCESS,TRANSFER via pos
